ID zákazníka,Loyalty Tier,Region,Věk,Délka vztahu (dny),Recency (dny),Počet obj. 2022–24,Útrata 2022–24,App Usage Score,Email Open Rate,Skutečný CLV 2025,Predikovaný CLV 2025,CLV Segment
ACC-00562,Silver,CZ,26,78,37,3,8638.54,20.9,0.22,11428.03,11358.867,Medium
ACC-00563,Silver,CZ,35,1124,347,8,74937.14,41.4,0.4,0.0,0.0,Low
ACC-00564,Silver,CZ,23,928,314,11,68166.68000000001,50.2,0.39,0.0,0.0,Low
ACC-00565,Gold,CZ,26,705,1,17,150710.4,78.1,0.64,41499.19,41509.637,High
ACC-00566,Silver,CZ,18,1254,874,3,10425.95,45.7,0.24,0.0,8.960521,Low
ACC-00567,Silver,CZ,49,535,53,5,33213.06,48.6,0.11,0.0,26.67713,Low
ACC-00568,Bronze,SK,18,1099,978,2,632.0699999999999,25.5,0.15,0.0,6.050101,Low
ACC-00569,Bronze,CZ,23,1165,509,8,40738.62,47.6,0.26,0.0,5.376272,Low
ACC-00570,Bronze,CZ,28,80,73,1,2381.91,15.2,0.08,0.0,141.78188,Low
ACC-00571,Bronze,CZ,34,1099,208,2,12613.83,29.0,0.08,2717.99,4326.7324,Low
ACC-00572,Bronze,CZ,36,655,41,9,70915.68000000001,55.0,0.24,2612.17,2710.0044,Low
ACC-00573,Bronze,CZ,30,1056,697,3,1189.33,35.4,0.03,0.0,0.0,Low
ACC-00574,Gold,SK,47,422,13,13,123746.44,75.6,0.84,52719.49,52726.93,High
ACC-00575,Silver,SK,52,757,306,8,63722.09,59.7,0.28,0.0,42.031357,Low
ACC-00576,Silver,CZ,39,291,19,6,81820.05,62.6,0.52,24353.7,24292.553,Medium
ACC-00577,Gold,CZ,52,91,9,1,20129.67,15.0,0.28,17930.2,17924.1,Medium
ACC-00578,Bronze,CZ,29,1432,821,2,6999.08,37.3,0.02,0.0,46.462852,Low
ACC-00579,Silver,CZ,27,1256,182,5,9384.47,41.3,0.23,699.05,931.9944,Low
ACC-00580,Bronze,CZ,30,634,562,2,5703.43,31.8,0.23,0.0,2.6942341,Low
ACC-00581,Bronze,CZ,33,1299,647,2,10002.47,46.4,0.07,0.0,70.18778,Low
ACC-00582,Bronze,CZ,47,1097,1029,1,1679.13,11.3,0.28,0.0,50.95182,Low
ACC-00583,Silver,SK,24,457,108,6,19461.77,48.0,0.56,15242.54,12304.342,Medium
ACC-00584,Bronze,CZ,18,669,126,3,11995.4,25.9,0.01,0.0,34.683144,Low
ACC-00585,Gold,CZ,32,378,176,2,4632.01,55.6,0.51,40800.44,40624.258,High
ACC-00586,Bronze,CZ,36,1392,143,5,19597.93,40.8,0.01,0.0,0.0,Low
ACC-00587,Gold,CZ,31,1,999,0,0.0,40.5,0.31,83961.54000000001,83720.914,High
ACC-00588,Gold,CZ,37,588,171,5,29013.77,51.2,0.34,2798.13,2979.7397,Low
ACC-00589,Bronze,CZ,35,767,6,15,95777.14,95.4,0.89,54990.3,54958.48,High
ACC-00590,Silver,CZ,43,172,53,2,4608.36,48.7,0.44,57914.84,57993.01,High
ACC-00591,Bronze,CZ,29,1100,949,3,22949.03,38.4,0.27,0.0,33.941425,Low
ACC-00592,Silver,SK,18,638,209,2,15082.48,12.4,0.14,2913.08,2884.882,Low
ACC-00593,Silver,SK,50,1149,608,9,19788.2,63.6,0.58,0.0,0.0,Low
ACC-00594,Silver,CZ,40,583,152,6,29842.31,61.8,0.28,63381.3,63083.11,High
ACC-00595,Gold,CZ,38,1412,33,26,242424.12,74.4,0.73,32362.2,32317.586,High
ACC-00596,Bronze,CZ,45,17,999,0,0.0,37.0,0.12,388.38,432.97772,Low
ACC-00597,Gold,SK,42,1113,556,18,94476.35,78.7,0.87,0.0,2301.952,Low
ACC-00598,Silver,CZ,43,16,999,0,0.0,37.6,0.21,14798.100000000002,10942.322,Medium
ACC-00599,Bronze,CZ,27,405,159,3,14794.55,41.3,0.29,15237.16,9663.899,Medium
ACC-00600,Bronze,CZ,47,1230,791,3,3477.35,24.2,0.23,0.0,0.0,Low
ACC-00601,Bronze,CZ,31,465,349,2,12036.3,47.1,0.19,4610.299999999999,4483.248,Low
ACC-00602,Bronze,CZ,37,1144,192,12,56059.1,41.3,0.37,3831.82,3619.6875,Low
ACC-00603,Bronze,SK,18,822,308,4,14272.5,43.7,0.01,325.07,371.218,Low
ACC-00604,Bronze,CZ,35,1092,52,24,181635.92,89.8,0.66,11554.33,11568.456,Medium
ACC-00605,Silver,SK,30,936,800,5,15279.080000000002,52.2,0.4,0.0,159.28366,Low
ACC-00606,Silver,CZ,33,941,570,16,161053.94,97.6,0.68,0.0,43.80849,Low
ACC-00607,Bronze,CZ,18,1377,901,2,5223.08,10.6,0.0,0.0,0.0,Low
ACC-00608,Silver,CZ,38,190,39,2,2582.42,37.9,0.11,15069.37,14894.131,Medium
ACC-00609,Bronze,CZ,19,424,333,2,8847.31,25.7,0.29,4790.25,4760.3535,Low
ACC-00610,Bronze,CZ,25,962,326,6,26344.77,53.7,0.29,30634.39,2758.5696,Low
ACC-00611,Silver,CZ,27,935,9,18,120789.36,95.7,0.81,0.0,124.56215,Low
ACC-00612,Silver,SK,46,1409,458,15,102369.78,67.8,0.34,0.0,0.0,Low
ACC-00613,Bronze,SK,29,865,370,13,88483.57,65.4,0.33,0.0,108.95518,Low
ACC-00614,Bronze,CZ,34,977,955,1,1091.44,29.2,0.01,0.0,33.05892,Low
ACC-00615,Silver,CZ,47,91,67,1,1920.41,25.9,0.09,17679.690000000002,17521.854,Medium
ACC-00616,Gold,CZ,31,901,228,3,12880.52,40.4,0.01,8350.58,807.36646,Low
ACC-00617,Bronze,SK,50,879,845,1,1258.64,46.7,0.23,0.0,0.0,Low
ACC-00618,Bronze,CZ,32,302,280,1,3247.0,41.5,0.11,6049.0,5758.815,Medium
ACC-00619,Bronze,CZ,41,132,70,2,11594.04,47.2,0.46,53867.23,53595.5,High
ACC-00620,Bronze,CZ,36,65,59,1,9004.97,30.2,0.03,0.0,147.0128,Low
ACC-00621,Gold,CZ,48,840,25,19,129764.38,75.3,0.51,37142.54,13259.788,Medium
ACC-00622,Silver,CZ,56,1312,0,25,179949.63,91.6,0.67,0.0,21111.947,Medium
ACC-00623,Silver,CZ,38,360,92,6,25345.61,48.5,0.5,7642.1,24510.824,Medium
ACC-00624,Bronze,SK,36,339,275,1,2660.37,45.7,0.28,303.26,888.7599,Low
ACC-00625,Gold,CZ,44,1068,392,6,29834.48,56.3,0.56,0.0,219.83342,Low
ACC-00626,Silver,SK,35,821,399,5,18783.71,33.8,0.09,0.0,0.0,Low
ACC-00627,Bronze,CZ,39,207,38,3,9942.51,66.4,0.32,53912.86,33589.45,High
ACC-00628,Bronze,CZ,48,962,457,4,12092.49,11.9,0.25,0.0,0.0,Low
ACC-00629,Bronze,CZ,37,952,233,20,178014.96,96.3,0.56,0.0,0.0,Low
ACC-00630,Bronze,SK,40,57,24,1,661.45,11.5,0.13,1348.54,1328.457,Low
ACC-00631,Bronze,SK,46,1371,1003,1,3209.13,26.7,0.0,0.0,1548.7545,Low
ACC-00632,Bronze,SK,18,504,480,1,2597.7,19.0,0.29,0.0,3516.3896,Low
ACC-00633,Silver,CZ,23,195,106,1,1670.81,41.6,0.55,17814.37,17787.055,Medium
ACC-00634,Bronze,CZ,33,710,499,2,7069.299999999999,35.6,0.22,0.0,31.323257,Low
ACC-00635,Silver,CZ,19,716,128,10,61149.76,64.5,0.56,0.0,82.83885,Low
ACC-00636,Silver,CZ,18,55,999,0,0.0,46.1,0.11,18060.67,18045.303,Medium
ACC-00637,Bronze,CZ,50,1089,292,5,12866.84,51.8,0.5,9828.93,3973.6582,Low
ACC-00638,Silver,SK,44,546,12,5,24732.63,56.3,0.23,20077.43,19847.443,Medium
ACC-00639,Silver,CZ,37,100,2,2,1944.04,58.9,0.31,41093.67,41332.02,High
ACC-00640,Silver,CZ,38,1157,539,5,28373.31,61.4,0.32,47629.64,47033.164,High
ACC-00641,Bronze,SK,43,361,260,2,12121.36,30.4,0.15,6979.400000000001,7082.6924,Medium
ACC-00642,Gold,CZ,25,9,999,0,0.0,37.9,0.25,2358.49,2465.4312,Low
ACC-00643,Bronze,SK,41,492,468,1,350.85,39.2,0.21,0.0,0.0,Low
ACC-00644,Gold,SK,40,752,93,14,74007.91,45.9,0.52,0.0,11671.904,Medium
ACC-00645,Silver,CZ,36,1054,709,4,11405.31,44.3,0.29,0.0,74.07874,Low
ACC-00646,Silver,CZ,31,1070,14,5,34227.64,54.5,0.32,29385.56,29251.992,High
ACC-00647,Silver,CZ,43,1101,412,5,13359.38,11.0,0.12,0.0,201.36014,Low
ACC-00648,Bronze,CZ,24,826,768,1,1083.92,48.8,0.21,0.0,0.0,Low
ACC-00649,Bronze,CZ,44,517,146,6,24361.41,56.0,0.48,0.0,205.16263,Low
ACC-00650,Bronze,CZ,35,1432,631,5,36049.69,65.9,0.49,0.0,33.65066,Low
ACC-00651,Bronze,SK,37,320,154,4,39805.22,44.0,0.36,20992.03,21050.062,Medium
ACC-00652,Silver,SK,33,892,354,9,45156.47,49.5,0.45,0.0,78.243095,Low
ACC-00653,Silver,CZ,47,410,90,3,16304.350000000002,58.7,0.3,7258.69,13873.36,Medium
ACC-00654,Gold,SK,44,189,7,2,10524.41,10.5,0.27,7158.42,7302.48,Medium
ACC-00655,Silver,SK,31,1061,688,6,14451.33,49.2,0.32,0.0,43.616062,Low
ACC-00656,Silver,CZ,47,620,36,11,77543.54,92.0,0.63,165413.41,165051.08,High
ACC-00657,Bronze,CZ,46,86,999,0,0.0,21.4,0.24,18200.0,18221.4,Medium
ACC-00658,Bronze,CZ,22,51,999,0,0.0,18.2,0.02,4730.21,6541.8745,Medium
ACC-00659,Bronze,CZ,25,988,370,3,9824.65,39.3,0.24,0.0,0.0,Low
ACC-00660,Silver,CZ,24,628,217,6,40124.97,58.0,0.51,0.0,143.07556,Low
ACC-00661,Bronze,SK,29,1223,787,6,22513.18,67.4,0.58,0.0,0.0,Low
ACC-00662,Silver,CZ,32,273,101,6,33943.56,56.4,0.24,41697.48,41579.06,High
ACC-00663,Bronze,SK,20,1062,583,6,16273.77,57.5,0.28,0.0,0.0,Low
ACC-00664,Bronze,CZ,36,1205,795,5,23724.27,34.2,0.02,0.0,74.25521,Low
ACC-00665,Silver,CZ,36,932,380,8,32072.02,56.5,0.45,12704.78,12271.836,Medium
ACC-00666,Silver,CZ,37,1012,330,10,45551.56,67.8,0.27,0.0,109.50141,Low
ACC-00667,Silver,CZ,43,343,15,5,25568.82,58.7,0.44,5836.93,19040.535,Medium
ACC-00668,Gold,CZ,33,1026,5,24,215243.79,77.5,0.89,47074.76,47028.43,High
ACC-00669,Bronze,CZ,51,399,331,1,2972.55,20.8,0.09,0.0,0.0,Low
ACC-00670,Silver,SK,31,1143,532,4,41151.14,14.2,0.28,0.0,0.0,Low
ACC-00671,Silver,CZ,39,238,70,2,15424.9,46.1,0.55,82238.11,29419.576,High
ACC-00672,Silver,CZ,44,1337,564,9,35342.09,40.5,0.36,0.0,49.89762,Low
ACC-00673,Gold,CZ,21,1110,795,6,38047.26,68.7,0.38,0.0,0.0,Low
ACC-00674,Silver,CZ,26,106,33,1,1248.61,43.1,0.59,14543.61,14472.682,Medium
ACC-00675,Silver,CZ,25,183,32,3,30210.48,39.9,0.03,0.0,80.033905,Low
ACC-00676,Bronze,CZ,23,115,82,1,1311.98,27.4,0.08,5718.35,5861.439,Medium
ACC-00677,Bronze,CZ,40,544,999,0,0.0,34.5,0.18,0.0,489.03513,Low
ACC-00678,Silver,SK,41,151,90,1,5814.38,42.7,0.49,36670.63,20905.64,Medium
ACC-00679,Silver,CZ,45,455,3,14,162606.29,77.5,0.51,23422.620000000003,23448.68,Medium
ACC-00680,Gold,CZ,35,1021,111,21,153395.03,71.9,0.6,0.0,166.70853,Low
ACC-00681,Bronze,CZ,36,700,56,9,30049.88,42.4,0.47,0.0,84.716354,Low
ACC-00682,Silver,CZ,28,849,230,19,187701.69,78.5,0.7,0.0,0.0,Low
ACC-00683,Silver,CZ,25,797,150,6,36226.39,62.1,0.5,0.0,7461.267,Medium
ACC-00684,Bronze,SK,37,408,245,3,16841.16,33.4,0.28,10346.13,10075.202,Medium
ACC-00685,Bronze,SK,33,438,336,1,1903.04,45.8,0.11,3734.29,3792.43,Low
ACC-00686,Silver,CZ,48,437,221,5,7911.54,35.2,0.14,0.0,15.187538,Low
ACC-00687,Bronze,CZ,18,1191,1065,1,3916.89,31.4,0.15,0.0,111.49865,Low
ACC-00688,Bronze,CZ,54,581,329,5,24216.18,30.0,0.13,0.0,33.23798,Low
ACC-00689,Bronze,CZ,26,186,118,1,2890.22,30.1,0.09,0.0,59.71047,Low
ACC-00690,Gold,CZ,43,94,8,1,3154.76,14.2,0.28,40493.14,40363.22,High
ACC-00691,Bronze,CZ,46,81,17,2,8037.65,20.4,0.2,8814.099999999999,8787.919,Medium
ACC-00692,Silver,CZ,43,1370,165,23,210037.05,75.6,0.53,0.0,73.55193,Low
ACC-00693,Bronze,SK,38,287,231,1,3644.47,37.4,0.24,5981.900000000001,1434.4755,Low
ACC-00694,Bronze,SK,39,259,149,1,8758.48,20.0,0.09,4307.99,10911.518,Medium
ACC-00695,Silver,CZ,37,549,101,5,30468.15,64.8,0.55,35922.74,8230.831,Medium
ACC-00696,Silver,CZ,37,623,170,2,787.98,20.9,0.11,1964.66,1927.7031,Low
ACC-00697,Silver,CZ,31,881,305,5,9244.26,32.1,0.12,0.0,162.79605,Low
ACC-00698,Bronze,SK,27,996,6,4,21595.58,37.1,0.26,3037.82,2996.2866,Low
ACC-00699,Bronze,SK,53,653,286,6,19228.68,53.2,0.5,0.0,170.21901,Low
ACC-00700,Silver,CZ,28,1254,407,7,38158.64,51.5,0.49,0.0,0.0,Low
ACC-00701,Bronze,CZ,36,1107,1043,1,2586.76,31.3,0.26,0.0,0.0,Low
ACC-00702,Bronze,CZ,35,619,211,3,4530.09,23.8,0.16,0.0,218.67068,Low
ACC-00703,Bronze,CZ,31,206,26,2,8229.57,14.9,0.26,3637.74,3646.1943,Low
ACC-00704,Gold,CZ,30,1007,450,5,28214.64,34.3,0.16,0.0,39.390385,Low
ACC-00705,Bronze,SK,31,384,44,6,22684.24,47.0,0.36,10511.54,10583.639,Medium
ACC-00706,Bronze,SK,51,251,131,3,4081.26,52.5,0.42,44744.18000000001,44580.016,High
ACC-00707,Silver,CZ,55,1167,698,3,2624.87,40.1,0.12,0.0,0.0,Low
ACC-00708,Bronze,CZ,48,445,400,3,7592.55,33.0,0.16,0.0,187.38441,Low
ACC-00709,Silver,SK,18,472,67,4,32932.54,29.8,0.21,2706.46,2777.7593,Low
ACC-00710,Bronze,SK,34,119,0,3,22985.53,51.8,0.28,13135.98,13156.672,Medium
ACC-00711,Bronze,CZ,29,1276,393,10,48213.95,63.3,0.58,0.0,0.0,Low
ACC-00712,Silver,CZ,34,408,14,4,21387.56,32.4,0.14,12986.13,563.79333,Low
ACC-00713,Silver,CZ,41,4,1,1,3958.14,10.4,0.08,9445.38,9489.075,Medium
ACC-00714,Bronze,CZ,18,275,197,1,4244.85,42.9,0.25,0.0,3314.8186,Low
ACC-00715,Silver,CZ,30,32,999,0,0.0,31.3,0.09,2522.09,2789.9329,Low
ACC-00716,Bronze,CZ,44,1036,320,4,19280.26,29.4,0.12,4937.67,4793.0205,Low
ACC-00717,Bronze,SK,20,438,18,4,33119.85,48.4,0.21,15149.15,15016.323,Medium
ACC-00718,Gold,CZ,39,151,117,1,7794.25,17.3,0.14,10254.88,14214.44,Medium
ACC-00719,Bronze,CZ,40,1276,163,7,49932.42999999999,51.3,0.23,0.0,61.134125,Low
ACC-00720,Bronze,CZ,30,1201,12,3,12424.53,32.4,0.3,0.0,19.902279,Low
ACC-00721,Silver,CZ,39,643,156,3,6129.46,24.9,0.11,0.0,208.59128,Low
ACC-00722,Bronze,CZ,29,561,338,3,6577.96,38.9,0.14,0.0,190.99901,Low
ACC-00723,Gold,CZ,19,936,818,3,5458.97,43.3,0.11,0.0,192.57845,Low
ACC-00724,Silver,CZ,45,1202,416,13,57827.78,57.4,0.22,0.0,8.319732,Low
ACC-00725,Silver,CZ,30,287,126,3,4759.88,37.1,0.11,2143.14,6342.2905,Medium
ACC-00726,Bronze,CZ,44,388,302,1,707.69,38.5,0.06,0.0,365.8639,Low
ACC-00727,Bronze,SK,30,408,126,3,2836.56,67.2,0.5,8105.46,8006.1553,Medium
ACC-00728,Gold,CZ,21,1415,744,12,88302.89,56.2,0.54,0.0,2105.3506,Low
ACC-00729,Silver,CZ,49,36,20,1,2510.89,51.6,0.49,46088.01,26304.094,High
ACC-00730,Bronze,CZ,21,481,162,2,10336.49,27.0,0.06,6797.84,6709.7793,Medium
ACC-00731,Bronze,CZ,42,1211,510,8,52673.5,53.3,0.25,0.0,62.30311,Low
ACC-00732,Bronze,SK,40,1430,899,8,62462.86,59.1,0.41,0.0,79.82985,Low
ACC-00733,Bronze,CZ,27,1322,527,5,21512.21,43.0,0.16,0.0,0.0,Low
ACC-00734,Silver,SK,45,1296,133,8,43984.53,59.9,0.31,7135.19,7161.0923,Medium
ACC-00735,Bronze,CZ,37,243,141,3,6313.92,13.5,0.06,0.0,50.039127,Low
ACC-00736,Silver,CZ,43,1193,266,3,5368.18,11.2,0.13,0.0,62.096203,Low
ACC-00737,Gold,CZ,33,1119,549,15,176125.91,77.3,0.85,0.0,0.0,Low
ACC-00738,Gold,SK,44,188,7,7,113039.69,49.7,0.47,45905.98,24316.748,Medium
ACC-00739,Silver,CZ,24,733,99,8,57062.16,42.8,0.47,1796.41,1794.0753,Low
ACC-00740,Bronze,CZ,45,196,95,1,8901.77,13.8,0.02,9292.21,8783.436,Medium
ACC-00741,Bronze,SK,20,442,315,3,17937.45,42.3,0.22,5331.0,5364.4062,Medium
ACC-00742,Gold,SK,58,469,54,6,23593.16,49.5,0.32,0.0,88.631744,Low
ACC-00743,Gold,CZ,39,611,68,6,22609.34,40.4,0.36,16430.670000000002,15840.21,Medium
ACC-00744,Bronze,CZ,39,631,80,5,29073.89,40.5,0.21,15380.83,15408.325,Medium
ACC-00745,Gold,CZ,48,384,161,5,25652.01,40.2,0.4,6134.24,6287.342,Medium
ACC-00746,Bronze,CZ,37,250,15,4,34679.95,25.6,0.12,0.0,14334.007,Medium
ACC-00747,Silver,SK,50,1273,379,15,96560.03,74.2,0.77,0.0,0.0,Low
ACC-00748,Bronze,CZ,33,1305,680,2,9699.05,25.2,0.26,0.0,93.619644,Low
ACC-00749,Silver,CZ,40,1021,38,21,145208.13,83.3,0.69,49523.52,49088.32,High
ACC-00750,Bronze,SK,28,1395,338,12,59315.03,68.2,0.38,0.0,0.0,Low
ACC-00751,Silver,CZ,36,504,61,16,118153.79,90.3,0.77,3193.68,3477.4773,Low
ACC-00752,Bronze,SK,18,902,193,26,130367.6,71.6,0.75,0.0,22.47379,Low
ACC-00753,Gold,SK,51,1153,820,15,101332.44,74.7,0.61,0.0,10.153808,Low
ACC-00754,Bronze,CZ,42,1316,257,3,5133.389999999999,11.7,0.06,0.0,0.0,Low
ACC-00755,Silver,CZ,56,818,0,7,43613.29,40.6,0.27,0.0,0.0,Low
ACC-00756,Gold,SK,46,1439,340,13,81337.69,56.1,0.58,0.0,0.0,Low
ACC-00757,Bronze,CZ,31,1284,1092,1,2446.58,43.4,0.18,0.0,15.415149,Low
ACC-00758,Silver,SK,43,173,19,3,5169.1900000000005,50.6,0.44,38711.09,38655.664,High
ACC-00759,Bronze,CZ,38,752,491,3,8681.880000000001,46.6,0.07,0.0,0.0,Low
ACC-00760,Gold,SK,46,104,999,0,0.0,57.9,0.48,42671.18,42674.85,High
ACC-00761,Silver,CZ,32,11,999,0,0.0,39.5,0.06,19431.76,19236.43,Medium
ACC-00762,Bronze,SK,23,862,313,4,12983.74,45.9,0.01,0.0,18.935228,Low
ACC-00763,Bronze,CZ,31,3,999,0,0.0,43.9,0.14,8374.39,20280.037,Medium
ACC-00764,Bronze,SK,18,1448,130,2,2105.19,49.0,0.02,9325.45,9262.149,Medium
ACC-00765,Silver,CZ,61,1329,359,12,45054.39,63.7,0.42,0.0,113.02678,Low
ACC-00766,Silver,CZ,18,590,153,8,48205.2,68.3,0.22,11062.13,7534.677,Medium
ACC-00767,Silver,CZ,27,966,114,6,15269.68,62.8,0.59,0.0,159.5135,Low
ACC-00768,Silver,CZ,45,629,3,9,52535.88,58.9,0.28,29081.44,14431.364,Medium
ACC-00769,Bronze,CZ,36,896,558,5,27993.96,24.6,0.25,0.0,173.10774,Low
ACC-00770,Bronze,CZ,35,66,999,0,0.0,42.4,0.06,5945.280000000001,6152.4375,Medium
ACC-00771,Gold,CZ,30,792,445,7,41171.08,61.2,0.53,0.0,6032.3857,Medium
ACC-00772,Silver,SK,50,834,792,1,2773.54,15.8,0.15,0.0,0.0,Low
ACC-00773,Bronze,CZ,39,213,95,1,8674.68,13.3,0.15,0.0,188.70398,Low
ACC-00774,Bronze,CZ,48,341,21,2,6930.44,12.3,0.25,8196.51,8186.14,Medium
ACC-00775,Silver,CZ,31,366,107,5,25245.69,56.4,0.34,7059.05,7297.058,Medium
ACC-00776,Gold,CZ,47,266,125,2,9015.77,41.3,0.28,12209.91,12354.083,Medium
ACC-00777,Silver,SK,41,1354,21,27,178008.83,75.9,0.65,23013.08,22937.93,Medium
ACC-00778,Bronze,CZ,46,146,82,1,9151.05,29.3,0.15,23407.78,23192.04,Medium
ACC-00779,Bronze,SK,39,32,999,0,0.0,26.3,0.26,7983.16,7984.747,Medium
ACC-00780,Silver,SK,46,550,56,13,121897.8,73.8,0.8,157436.52000000002,157274.94,High
ACC-00781,Gold,CZ,33,183,11,2,23818.53,32.7,0.05,7566.11,7591.842,Medium
ACC-00782,Silver,SK,31,210,10,4,8830.39,46.9,0.46,8605.69,8596.279,Medium
ACC-00783,Bronze,CZ,38,416,345,1,698.18,32.8,0.04,0.0,33.61589,Low
ACC-00784,Silver,CZ,45,1275,495,8,29421.0,64.8,0.27,0.0,278.07413,Low
ACC-00785,Silver,SK,23,464,287,2,2273.61,15.7,0.17,429.68,511.98645,Low
ACC-00786,Silver,SK,20,1029,534,13,126426.7,42.6,0.35,0.0,0.0,Low
ACC-00787,Silver,CZ,32,73,2,1,4619.94,46.6,0.47,13942.5,13982.295,Medium
ACC-00788,Gold,CZ,18,1166,493,12,46947.86,66.1,0.2,0.0,1133.6421,Low
ACC-00789,Gold,CZ,28,1248,580,10,86975.73,44.6,0.5,0.0,1680.2389,Low
ACC-00790,Silver,CZ,47,254,158,2,2078.52,29.4,0.03,1129.06,3757.4006,Low
ACC-00791,Silver,SK,32,611,155,8,47181.01,67.7,0.44,2050.72,2162.632,Low
ACC-00792,Bronze,CZ,45,917,118,11,36696.52,62.8,0.39,0.0,70.622574,Low
ACC-00793,Bronze,CZ,50,915,614,5,32394.06,50.0,0.18,0.0,0.0,Low
ACC-00794,Silver,CZ,40,500,67,12,95686.54,90.2,0.69,148967.28,148880.19,High
ACC-00795,Silver,CZ,35,1095,415,7,26904.65,58.5,0.4,0.0,0.0,Low
ACC-00796,Bronze,CZ,22,1120,959,2,1874.4,12.0,0.15,361.4,403.6405,Low
ACC-00797,Gold,CZ,41,1197,65,10,42141.22,69.9,0.57,7870.08,7914.8657,Medium
ACC-00798,Silver,CZ,47,1421,725,7,55660.52,41.5,0.29,0.0,0.0,Low
ACC-00799,Bronze,CZ,24,1414,646,5,30539.76,21.2,0.18,0.0,0.0,Low
ACC-00800,Gold,CZ,36,491,8,6,43024.8,51.8,0.52,8177.43,8265.946,Medium
ACC-00801,Silver,CZ,47,1027,151,10,68919.63,60.3,0.29,0.0,0.0,Low
ACC-00802,Bronze,CZ,18,1277,380,8,43835.62,49.5,0.35,0.0,0.0,Low
ACC-00803,Silver,CZ,32,661,65,6,31335.41,47.0,0.51,22386.6,21933.451,Medium
ACC-00804,Bronze,CZ,28,509,94,2,2910.4700000000003,36.7,0.29,912.87,801.4199,Low
ACC-00805,Silver,SK,33,89,37,1,4947.82,49.5,0.47,25939.25,26090.822,High
ACC-00806,Bronze,CZ,36,804,24,8,34770.71,62.2,0.55,0.0,158.47061,Low
ACC-00807,Silver,CZ,52,697,132,5,44612.83,61.5,0.2,10381.29,10273.107,Medium
ACC-00808,Bronze,CZ,27,1431,513,7,30742.74,48.3,0.52,0.0,0.0,Low
ACC-00809,Silver,CZ,35,72,15,5,43245.05,65.0,0.34,70678.5,35162.918,High
ACC-00810,Gold,CZ,47,947,466,22,170362.63,71.9,0.87,0.0,49.84918,Low
ACC-00811,Silver,CZ,27,191,84,1,36345.48,50.2,0.31,72663.63,72627.5,High
ACC-00812,Silver,CZ,45,1060,307,8,58937.89,54.1,0.3,0.0,0.0,Low
ACC-00813,Bronze,CZ,34,1230,794,4,17770.34,33.1,0.23,0.0,239.94098,Low
ACC-00814,Silver,CZ,36,993,379,6,23611.4,41.7,0.5,0.0,0.0,Low
ACC-00815,Bronze,CZ,35,1291,70,10,44522.58,52.1,0.36,0.0,0.0,Low
ACC-00816,Silver,SK,43,670,519,4,11947.63,60.7,0.33,7927.799999999999,7810.4473,Medium
ACC-00817,Silver,CZ,37,1213,886,2,16229.28,23.7,0.06,0.0,0.21668935,Low
ACC-00818,Silver,CZ,58,1350,689,8,31999.69,62.0,0.25,0.0,161.8055,Low
ACC-00819,Bronze,CZ,40,939,167,4,15654.91,22.0,0.15,0.0,3602.857,Low
ACC-00820,Bronze,CZ,36,1194,874,4,11966.84,14.7,0.05,0.0,0.0,Low
ACC-00821,Silver,CZ,21,1443,403,23,164986.35,92.0,0.64,0.0,0.0,Low
ACC-00822,Bronze,CZ,30,1265,382,6,27224.28,59.7,0.43,0.0,101.02792,Low
ACC-00823,Bronze,SK,30,185,159,1,2541.55,10.4,0.1,6810.66,6807.1294,Medium
ACC-00824,Silver,CZ,64,499,27,8,31015.94,50.8,0.23,0.0,0.0,Low
ACC-00825,Silver,CZ,22,949,529,5,25976.72,45.8,0.07,0.0,0.0,Low
ACC-00826,Silver,CZ,44,567,103,7,29367.27,56.0,0.46,2353.73,2443.3167,Low
ACC-00827,Silver,SK,31,1093,605,14,176489.18,48.9,0.43,0.0,888.0212,Low
ACC-00828,Bronze,CZ,55,1010,932,1,2507.65,11.3,0.24,0.0,54.270126,Low
ACC-00829,Bronze,SK,27,1323,675,9,66736.37,43.5,0.26,0.0,30.448494,Low
ACC-00830,Gold,CZ,33,223,21,8,46363.33,57.2,0.6,91418.44,91365.86,High
ACC-00831,Silver,CZ,50,1272,795,5,79771.73,39.8,0.27,0.0,0.0,Low
ACC-00832,Bronze,CZ,20,374,22,2,11151.97,16.3,0.24,0.0,195.63222,Low
ACC-00833,Silver,CZ,25,1383,507,3,7759.02,43.4,0.05,0.0,118.20409,Low
ACC-00834,Silver,SK,30,1085,618,7,24059.42,51.4,0.29,0.0,0.0,Low
ACC-00835,Gold,CZ,47,1157,357,9,42184.34,49.1,0.38,0.0,276.44586,Low
ACC-00836,Bronze,CZ,18,13,999,0,0.0,37.4,0.28,4034.0,3972.53,Low
ACC-00837,Silver,CZ,31,659,138,9,63229.64,52.2,0.39,0.0,0.0,Low
ACC-00838,Silver,CZ,27,236,72,2,12653.48,47.1,0.1,18477.5,18474.52,Medium
ACC-00839,Silver,CZ,48,616,303,4,11562.24,58.4,0.25,4487.02,8496.298,Medium
ACC-00840,Gold,CZ,47,701,179,6,46565.92,46.9,0.46,0.0,66.6669,Low
ACC-00841,Bronze,CZ,58,547,29,10,61338.85,88.4,0.83,89168.51999999999,89227.94,High
ACC-00842,Bronze,CZ,46,1212,370,4,16667.04,24.2,0.03,0.0,0.0,Low
